time,stimulus,condition,decision,neuron_0,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,neuron_37,neuron_38,neuron_39,neuron_40,neuron_41,neuron_42,neuron_43,neuron_44,neuron_45,neuron_46,neuron_47,neuron_48,neuron_49
62,0.0,0.0,2.0,5.0,15.0,7.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,9.0,12.0,1.0,0.0,0.0,0.0,5.0,11.0,2.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,3.0,10.0,8.0,0.0,0.0,0.0
63,0.0,0.0,2.0,5.0,7.0,7.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,7.0,10.0,2.0,0.0,0.0,0.0,4.0,15.0,2.0,0.0,0.0,0.0,5.0,9.0,8.0,0.0,0.0,0.0,0.0,7.0,11.0,1.0,0.0,0.0,0.0,4.0,8.0,3.0,0.0,0.0,0.0
64,0.0,0.0,2.0,4.0,10.0,3.0,0.0,0.0,0.0,2.0,8.0,11.0,0.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,7.0,11.0,5.0,0.0,0.0,0.0,5.0,16.0,10.0,0.0,0.0,0.0,0.0,14.0,10.0,2.0,0.0,0.0,0.0,10.0,17.0,5.0,0.0,0.0,0.0
65,0.0,0.0,1.0,5.0,10.0,3.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,1.0,13.0,8.0,1.0,0.0,0.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,6.0,6.0,7.0,0.0,0.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,0.0,0.0,0.0,6.0,9.0,6.0,0.0,0.0,0.0
66,0.0,0.0,1.0,7.0,16.0,2.0,0.0,0.0,0.0,3.0,10.0,8.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,7.0,9.0,4.0,0.0,0.0,0.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,4.0,11.0,2.0,0.0,0.0,0.0,9.0,15.0,3.0,0.0,0.0,0.0
67,0.0,0.0,1.0,4.0,11.0,2.0,0.0,0.0,0.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,4.0,6.0,7.0,0.0,0.0,0.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,12.0,3.0,2.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0
68,0.0,0.0,1.0,4.0,11.0,6.0,0.0,0.0,0.0,5.0,10.0,6.0,0.0,0.0,0.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,4.0,10.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,3.0,9.0,7.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,7.0,12.0,3.0,0.0,0.0,0.0
69,0.0,0.0,2.0,5.0,8.0,5.0,0.0,0.0,0.0,4.0,11.0,6.0,0.0,0.0,0.0,2.0,8.0,7.0,1.0,0.0,0.0,0.0,11.0,8.0,1.0,0.0,0.0,0.0,4.0,14.0,4.0,0.0,0.0,0.0,2.0,7.0,10.0,0.0,0.0,0.0,0.0,7.0,17.0,2.0,0.0,0.0,0.0,13.0,12.0,2.0,0.0,0.0,0.0
70,0.0,0.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,4.0,7.0,6.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,10.0,7.0,0.0,0.0,0.0,4.0,18.0,6.0,0.0,0.0,0.0,2.0,13.0,9.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,0.0
71,0.0,0.0,2.0,11.0,11.0,3.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0,6.0,7.0,4.0,0.0,0.0,0.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0,0.0,0.0,0.0
72,0.0,0.0,1.0,4.0,6.0,8.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,3.0,11.0,4.0,0.0,0.0,0.0,2.0,10.0,10.0,0.0,0.0,0.0,0.0,12.0,8.0,3.0,0.0,0.0,0.0,10.0,14.0,6.0,0.0,0.0,0.0
73,0.0,0.0,2.0,6.0,10.0,3.0,0.0,0.0,0.0,10.0,10.0,7.0,0.0,0.0,0.0,3.0,8.0,12.0,0.0,0.0,0.0,0.0,9.0,7.0,4.0,0.0,0.0,0.0,8.0,8.0,6.0,0.0,0.0,0.0,3.0,6.0,10.0,0.0,0.0,0.0,0.0,7.0,14.0,1.0,0.0,0.0,0.0,13.0,5.0,2.0,0.0,0.0,0.0
74,0.0,0.0,2.0,11.0,14.0,3.0,0.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,9.0,11.0,2.0,0.0,0.0,0.0,6.0,16.0,5.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,0.0,0.0,0.0
75,0.0,0.0,1.0,6.0,12.0,7.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,7.0,10.0,2.0,0.0,0.0,0.0,7.0,14.0,3.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,0.0,0.0
76,0.0,0.0,1.0,7.0,11.0,4.0,0.0,0.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,0.0,0.0,0.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,6.0,14.0,1.0,0.0,0.0,0.0
77,0.0,0.0,1.0,11.0,11.0,2.0,0.0,0.0,0.0,6.0,10.0,4.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,3.0,13.0,6.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,1.0,9.0,8.0,1.0,0.0,0.0,0.0,7.0,10.0,3.0,0.0,0.0,0.0
78,0.0,0.0,1.0,8.0,9.0,1.0,0.0,0.0,0.0,6.0,8.0,9.0,0.0,0.0,0.0,1.0,8.0,14.0,0.0,0.0,0.0,0.0,10.0,8.0,3.0,0.0,0.0,0.0,7.0,11.0,4.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,1.0,11.0,6.0,0.0,0.0,0.0,0.0,4.0,12.0,4.0,0.0,0.0,0.0
79,0.0,0.0,2.0,8.0,11.0,6.0,0.0,0.0,0.0,5.0,12.0,6.0,0.0,0.0,0.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,6.0,16.0,5.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,8.0,11.0,4.0,0.0,0.0,0.0
80,0.0,0.0,1.0,7.0,10.0,5.0,0.0,0.0,0.0,7.0,9.0,7.0,0.0,0.0,0.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,6.0,11.0,4.0,0.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0,2.0,5.0,12.0,1.0,0.0,0.0,0.0,7.0,12.0,4.0,0.0,0.0,0.0
81,0.0,0.0,1.0,8.0,7.0,2.0,0.0,0.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,2.0,10.0,8.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0
82,0.0,0.0,2.0,7.0,13.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,0.0,0.0,0.0,5.0,9.0,15.0,0.0,0.0,0.0,0.0,5.0,11.0,3.0,0.0,0.0,0.0,13.0,13.0,7.0,0.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,5.0,10.0,4.0,0.0,0.0,0.0
83,0.0,0.0,1.0,4.0,8.0,5.0,0.0,0.0,0.0,4.0,10.0,3.0,0.0,0.0,0.0,2.0,16.0,7.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,3.0,13.0,9.0,0.0,0.0,0.0,1.0,7.0,9.0,0.0,0.0,0.0,0.0,9.0,15.0,3.0,0.0,0.0,0.0
84,0.0,0.0,1.0,6.0,11.0,2.0,0.0,0.0,0.0,9.0,11.0,3.0,0.0,0.0,0.0,3.0,16.0,11.0,0.0,0.0,0.0,0.0,11.0,10.0,3.0,0.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,0.0,4.0,10.0,11.0,0.0,0.0,0.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0
85,0.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,0.0,10.0,10.0,8.0,0.0,0.0,0.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,4.0,10.0,7.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,8.0,14.0,2.0,0.0,0.0,0.0
86,0.0,0.0,1.0,8.0,8.0,2.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,3.0,9.0,8.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,0.0,7.0,9.0,9.0,0.0,0.0,0.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,13.0,7.0,2.0,0.0,0.0,0.0
87,0.0,0.0,1.0,9.0,12.0,0.0,0.0,0.0,0.0,7.0,14.0,5.0,0.0,0.0,0.0,5.0,6.0,9.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,0.0,0.0,0.0,4.0,14.0,2.0,0.0,0.0,0.0,1.0,14.0,8.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0
88,0.0,0.0,2.0,12.0,9.0,3.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,2.0,7.0,10.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,7.0,8.0,3.0,0.0,0.0,0.0,2.0,9.0,11.0,0.0,0.0,0.0,3.0,13.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0
89,0.0,0.0,1.0,8.0,10.0,4.0,0.0,0.0,0.0,4.0,7.0,6.0,0.0,0.0,0.0,5.0,13.0,8.0,0.0,0.0,0.0,0.0,10.0,11.0,1.0,0.0,0.0,0.0,10.0,8.0,3.0,0.0,0.0,0.0,6.0,13.0,5.0,0.0,0.0,0.0,3.0,6.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,0.0
90,0.0,0.0,1.0,14.0,8.0,1.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,1.0,11.0,5.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,2.0,13.0,3.0,0.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,9.0,13.0,2.0,0.0,0.0,0.0
91,0.0,0.0,1.0,3.0,9.0,4.0,0.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,1.0,11.0,7.0,0.0,0.0,0.0,0.0,4.0,15.0,4.0,0.0,0.0,0.0,3.0,12.0,7.0,0.0,0.0,0.0,1.0,11.0,7.0,0.0,0.0,0.0,0.0,12.0,13.0,2.0,0.0,0.0,0.0
92,0.0,0.0,1.0,6.0,7.0,3.0,0.0,0.0,0.0,10.0,11.0,7.0,0.0,0.0,0.0,6.0,12.0,5.0,0.0,0.0,0.0,0.0,6.0,13.0,2.0,0.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0
93,0.0,0.0,1.0,8.0,11.0,2.0,0.0,0.0,0.0,7.0,18.0,7.0,0.0,0.0,0.0,2.0,7.0,9.0,0.0,0.0,0.0,2.0,6.0,11.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0
94,0.0,0.0,2.0,10.0,8.0,5.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,10.0,8.0,2.0,0.0,0.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,4.0,7.0,8.0,0.0,0.0,0.0,7.0,15.0,10.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0
95,0.0,0.0,1.0,4.0,12.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,6.0,9.0,2.0,0.0,0.0,0.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,5.0,11.0,4.0,0.0,0.0,0.0,6.0,13.0,4.0,0.0,0.0,0.0,1.0,10.0,11.0,0.0,0.0,0.0,0.0,8.0,11.0,2.0,0.0,0.0,0.0
96,0.0,0.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,4.0,12.0,4.0,0.0,0.0,0.0,6.0,9.0,13.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,8.0,7.0,3.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0
97,0.0,0.0,2.0,9.0,10.0,1.0,0.0,0.0,0.0,12.0,7.0,4.0,0.0,0.0,0.0,5.0,12.0,7.0,0.0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,11.0,8.0,2.0,0.0,0.0,0.0,6.0,12.0,2.0,0.0,0.0,0.0,4.0,13.0,7.0,0.0,0.0,0.0,0.0,11.0,9.0,4.0,0.0,0.0,0.0
98,0.0,0.0,1.0,7.0,12.0,1.0,0.0,0.0,0.0,7.0,10.0,3.0,0.0,0.0,0.0,5.0,3.0,7.0,0.0,0.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0,6.0,15.0,2.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,7.0,10.0,5.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0
99,0.0,0.0,1.0,11.0,14.0,2.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,3.0,10.0,6.0,0.0,0.0,0.0,6.0,10.0,11.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,0.0,0.0,0.0,5.0,10.0,6.0,0.0,0.0,0.0,4.0,14.0,13.0,0.0,0.0,0.0,0.0,15.0,4.0,1.0,0.0,0.0,0.0
100,0.0,0.0,1.0,11.0,7.0,1.0,0.0,0.0,0.0,6.0,8.0,5.0,0.0,0.0,0.0,6.0,10.0,6.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,11.0,8.0,2.0,0.0,0.0,0.0,7.0,9.0,7.0,0.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,0.0,0.0,0.0
101,0.0,0.0,1.0,8.0,10.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,0.0,0.0,0.0,5.0,11.0,5.0,0.0,0.0,0.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,9.0,11.0,5.0,0.0,0.0,0.0,3.0,15.0,7.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0
102,0.0,0.0,2.0,11.0,8.0,2.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,5.0,7.0,8.0,0.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,10.0,10.0,3.0,0.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,0.0,0.0,0.0
103,0.0,0.0,1.0,8.0,7.0,1.0,0.0,0.0,0.0,9.0,10.0,4.0,0.0,0.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,11.0,14.0,2.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0
104,0.0,0.0,1.0,6.0,13.0,1.0,0.0,0.0,0.0,10.0,13.0,3.0,0.0,0.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,3.0,12.0,10.0,0.0,0.0,0.0,0.0,8.0,12.0,1.0,0.0,0.0,0.0,8.0,3.0,5.0,0.0,0.0,0.0,2.0,14.0,3.0,0.0,0.0,0.0,1.0,8.0,7.0,1.0,0.0,0.0,0.0
105,0.0,0.0,1.0,9.0,12.0,2.0,0.0,0.0,0.0,4.0,9.0,6.0,0.0,0.0,0.0,13.0,13.0,6.0,0.0,0.0,0.0,2.0,9.0,10.0,0.0,0.0,0.0,0.0,4.0,15.0,2.0,0.0,0.0,0.0,5.0,10.0,6.0,0.0,0.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0
106,0.0,0.0,1.0,11.0,8.0,2.0,0.0,0.0,0.0,7.0,10.0,3.0,0.0,0.0,0.0,5.0,11.0,7.0,0.0,0.0,0.0,1.0,14.0,4.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,0.0,0.0,7.0,10.0,9.0,0.0,0.0,0.0,6.0,7.0,5.0,0.0,0.0,0.0,2.0,10.0,7.0,1.0,0.0,0.0,0.0
107,0.0,0.0,1.0,10.0,8.0,0.0,0.0,0.0,0.0,6.0,14.0,4.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,6.0,11.0,4.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,2.0,11.0,4.0,3.0,0.0,0.0,0.0
108,0.0,0.0,1.0,12.0,5.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,5.0,7.0,12.0,0.0,0.0,0.0,4.0,8.0,11.0,0.0,0.0,0.0,2.0,14.0,8.0,0.0,0.0,0.0,0.0
109,0.0,0.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,13.0,8.0,2.0,0.0,0.0,0.0,5.0,12.0,7.0,0.0,0.0,0.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0,4.0,8.0,5.0,0.0,0.0,0.0,2.0,14.0,8.0,0.0,0.0,0.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0
110,0.0,0.0,2.0,15.0,3.0,0.0,0.0,0.0,0.0,7.0,13.0,5.0,0.0,0.0,0.0,5.0,10.0,7.0,0.0,0.0,0.0,2.0,11.0,10.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,5.0,13.0,7.0,0.0,0.0,0.0,3.0,9.0,7.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0
111,0.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,7.0,9.0,3.0,0.0,0.0,0.0,5.0,10.0,7.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,10.0,10.0,5.0,0.0,0.0,0.0,4.0,17.0,11.0,0.0,0.0,0.0,1.0,7.0,16.0,0.0,0.0,0.0,0.0
112,0.0,0.0,1.0,10.0,11.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,6.0,15.0,6.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,0.0,0.0,0.0,4.0,15.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0
113,0.0,0.0,1.0,8.0,12.0,1.0,0.0,0.0,0.0,8.0,11.0,3.0,0.0,0.0,0.0,4.0,10.0,6.0,0.0,0.0,0.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,3.0,12.0,7.0,0.0,0.0,0.0,0.0
114,0.0,0.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,6.0,9.0,9.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,9.0,14.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,4.0,9.0,12.0,0.0,0.0,0.0,0.0
115,0.0,0.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,5.0,11.0,2.0,0.0,0.0,0.0,7.0,9.0,5.0,0.0,0.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,1.0,11.0,16.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,0.0,0.0,0.0,6.0,15.0,3.0,0.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0,0.0
116,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0,3.0,12.0,4.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,0.0,0.0,0.0,7.0,12.0,2.0,0.0,0.0,0.0,1.0,11.0,4.0,0.0,0.0,0.0,2.0,10.0,11.0,0.0,0.0,0.0,0.0
117,0.0,0.0,1.0,11.0,13.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,5.0,11.0,2.0,0.0,0.0,0.0,4.0,10.0,8.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,3.0,12.0,4.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,0.0,0.0,2.0,10.0,10.0,0.0,0.0,0.0,0.0
118,0.0,0.0,1.0,7.0,9.0,0.0,0.0,0.0,0.0,9.0,13.0,1.0,0.0,0.0,0.0,6.0,4.0,5.0,0.0,0.0,0.0,3.0,11.0,8.0,0.0,0.0,0.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,0.0,0.0,0.0,8.0,11.0,4.0,0.0,0.0,0.0,3.0,16.0,10.0,0.0,0.0,0.0,0.0
119,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,14.0,8.0,3.0,0.0,0.0,0.0,7.0,6.0,4.0,0.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,13.0,2.0,0.0,0.0,0.0,3.0,13.0,7.0,0.0,0.0,0.0,2.0,13.0,9.0,0.0,0.0,0.0,0.0
120,0.0,0.0,1.0,11.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,0.0,3.0,11.0,5.0,0.0,0.0,0.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,14.0,9.0,1.0,0.0,0.0,0.0,8.0,7.0,6.0,0.0,0.0,0.0,2.0,11.0,7.0,0.0,0.0,0.0,0.0
121,0.0,0.0,2.0,14.0,8.0,0.0,0.0,0.0,0.0,7.0,10.0,1.0,0.0,0.0,0.0,10.0,10.0,5.0,0.0,0.0,0.0,4.0,9.0,7.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,0.0,0.0,0.0,6.0,8.0,9.0,0.0,0.0,0.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0
122,0.0,0.0,2.0,9.0,9.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,8.0,9.0,5.0,0.0,0.0,0.0,4.0,11.0,10.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0
123,0.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,6.0,10.0,5.0,0.0,0.0,0.0,2.0,10.0,12.0,3.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,7.0,9.0,8.0,0.0,0.0,0.0,2.0,7.0,14.0,0.0,0.0,0.0,0.0
124,0.0,0.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,9.0,6.0,4.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,3.0,11.0,14.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,6.0,9.0,4.0,0.0,0.0,0.0,9.0,12.0,2.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,0.0,0.0
